DVD_JB_1,0016.7599,0016.7996,clap
DVD_JB_1,0024.4987,0025.4511,non c'est bon
DVD_JB_1,0033.7444,0034.0977,mh mh
DVD_JB_1,0040.6744,0041.2316,d'accord
DVD_JB_1,0041.7534,0042.1277,c'est bon
DVD_JB_1,0047.0444,0047.4544,ok
DVD_JB_1,0047.9611,0048.4077,c'est bon
DVD_JB_1,0049.2011,0049.8778,ça marche
DVD_JB_1,0050.7744,0051.7175,à tout_à l' heure h.
DVD_JB_1,0053.5490,0053.8846,alors
DVD_JB_1,0054.9577,0056.1211,hum celui là
DVD_JB_1,0056.4849,0057.8559,c'est tout holliwood ouais
DVD_JB_1,0058.7191,0059.9044,ah si under the world
DVD_JB_1,0060.1344,0060.9128,underworld plutôt
DVD_JB_1,0062.6577,0065.4483,perso euh * c'est ma mère qui est fan moi @
DVD_JB_1,0067.2077,0068.2377,si c'est
DVD_JB_1,0068.5711,0068.7711,mh
DVD_JB_1,0069.1811,0070.0211,vampires et
DVD_JB_1,0070.2611,0071.5681,euh lycans je crois
DVD_JB_1,0072.5244,0074.3873,lycans @ une sorte de loup garou qui
DVD_JB_1,0075.9525,0076.1730,ouais
DVD_JB_1,0077.9411,0079.0977,ben je sais pas celui là j' ai j' ai
DVD_JB_1,0079.5513,0080.4811,j' ai pas accroché
DVD_JB_1,0080.8693,0081.0188,mh
DVD_JB_1,0082.9344,0083.9477,ben celui là il est excellent
DVD_JB_1,0084.5131,0084.8844,ah oui
DVD_JB_1,0092.6644,0094.9011,ben non moi justement je trouve qu' il_y avait assez tu vois c'est
DVD_JB_1,0095.4452,0096.0711,bien dosé
DVD_JB_1,0097.3950,0102.0044,par_contre moi celui là là destination finale c'est mort @ c'est pas pour moi ça
DVD_JB_1,0103.5360,0104.7076,* après un éléphant
DVD_JB_1,0106.0877,0107.2835,ça trompe énormément
DVD_JB_1,0112.2111,0113.4344,oh ça a l' air d'un vieux film ça non
DVD_JB_1,0125.1744,0126.5283,après il_y en a je connais pas du_tout
DVD_JB_1,0131.6116,0132.0371,@
DVD_JB_1,0141.0844,0141.2911,mh
DVD_JB_1,0142.7644,0144.1896,james_bond @
DVD_JB_1,0147.1611,0148.6611,pareil je sais pas il date lui aussi hein
DVD_JB_1,0154.3744,0154.5611,mh
DVD_JB_1,0156.1077,0157.2011,c'est lequel d' acteur là
DVD_JB_1,0160.8744,0161.3977,@
DVD_JB_1,0169.1644,0169.9996,ah oui c'est l' un des
DVD_JB_1,0171.2048,0172.6944,c'est l' un des premiers james_bond lui non
DVD_JB_1,0176.4944,0177.6711,ah lui par_contre il a l' air pas mal
DVD_JB_1,0179.2844,0179.7644,tu l' as vu
DVD_JB_1,0180.3477,0181.0344,moi j' ai pas vu
DVD_JB_1,0192.5748,0193.6411,attends c'est un truc euh
DVD_JB_1,0196.3911,0197.1858,un thriller
DVD_JB_1,0201.0637,0201.3478,j-
DVD_JB_1,0208.3544,0209.8966,ouais ça c'est un film qui prend au_coeur ça
DVD_JB_1,0212.2477,0212.5444,ouais
DVD_JB_1,0213.5144,0214.3411,ça ça me tente ça
DVD_JB_1,0223.1514,0224.3844,après il_y_a quoi il_y_a celui là là
DVD_JB_1,0226.3044,0226.4844,d-
DVD_JB_1,0226.8177,0227.0444,dare-
DVD_JB_1,0234.0797,0234.9156,jennifer garner
DVD_JB_1,0241.9813,0242.8142,sérieux @
DVD_JB_1,0253.1313,0255.0883,ah quoi que si il peut_être pas mal celui là aussi
DVD_JB_1,0262.3375,0266.2821,bon celui là tu veux bien le garder de ton côté @
DVD_JB_1,0267.9835,0268.2428,mh
DVD_JB_1,0269.7501,0271.8037,ah c'est c'est pas mon truc du_tout ça
DVD_JB_1,0272.9087,0273.6377,plusieurs f-
DVD_JB_1,0274.9444,0276.4177,cinq ou six même ouais
DVD_JB_1,0281.9711,0282.6358,mh je sais pas
DVD_JB_1,0282.9277,0285.0544,moi je sais que j' ai vu quoi deux trois films d' horreur dans ma vie
DVD_JB_1,0285.6377,0289.1725,et à chaque_fois la nuit je dormais pas quoi @
DVD_JB_1,0291.5852,0292.7756,n- sérieux pendant des années
DVD_JB_1,0297.5744,0298.2656,non connais pas
DVD_JB_1,0309.4159,0310.0628,ah
DVD_JB_1,0310.2763,0310.5296,ouais
DVD_JB_1,0310.7310,0310.9544,non
DVD_JB_1,0320.6920,0320.9111,mh
DVD_JB_1,0321.5344,0326.4296,@ non mais ça à chaque_fois avec les films d' horreur tu regarde un truc puis tu te fais des films euh pendant
DVD_JB_1,0326.7378,0328.6944,soit des années moi ça dure généralement des semaines
DVD_JB_1,0329.7530,0330.2290,et
DVD_JB_1,0330.9124,0331.4472,c'est_ça
DVD_JB_1,0333.3744,0340.9977,il_y avait moi je sais il_y avait un film euh dans_lequel à trois heures du matin + il se passait toujours un truc * et euh la nuit qui suivait où j' ai vu le film
DVD_JB_1,0341.5344,0350.0909,euh je me suis euh mis devant un ordi pour regarder des vidéos faire des trucs n' importe quoi et quand j' ai vu que ça approchait de trois heures j' ai arrêté de regarder l' heure pendant plus de deux heures et quelque
DVD_JB_1,0350.5730,0353.3411,c'est le matin mon père vers six heures cinq six heures il se lève
DVD_JB_1,0353.7144,0355.3411,il voit la lumière dans le salon il fait mais qu' est ce que tu fous là
DVD_JB_1,0355.8468,0358.1633,je fais mais je peux pas dormir là c'est pas possible
DVD_JB_1,0359.0055,0359.8944,et il me fait mais
DVD_JB_1,0360.5277,0363.6611,non mais j- je veux pas penser j' ai regardé des vidéos tu sais sur les sites là allez hop
DVD_JB_1,0364.4577,0369.4913,mon père il fait mais tu vas dormir ça_va pas ou quoi donc je suis allé dormir dans le lit avec ma soeur @
DVD_JB_1,0370.2911,0374.7044,et c'est pour ça tu vois je suis plus comédie romantisme à la limite fantastique il_y en a qui sont_pas mal
DVD_JB_1,0375.4511,0377.7877,mais alors horreur c'est à bannir euh complet pour moi
DVD_JB_1,0380.5311,0382.7918,non c'est juste faire peur en_fait c'est
DVD_JB_1,0388.8070,0392.0977,voilà euh voilà jamais je vais me planter dans un endroit comme ça
DVD_JB_1,0392.8596,0392.9696,mh
DVD_JB_1,0393.2696,0393.8886,c'est_ça oui
DVD_JB_1,0401.6344,0401.8611,mh
DVD_JB_1,0403.6911,0406.1938,non c'est_vrai qu' il_y_a pas vraiment un but le but enfin c'est de faire peur quoi
DVD_JB_1,0408.2135,0409.1724,m- pas d' histoire euh
DVD_JB_1,0412.3511,0413.6369,ouais mais ça jamais j' irai voir
DVD_JB_1,0414.5844,0415.2731,ouais mais
DVD_JB_1,0417.2318,0417.4606,mh
DVD_JB_1,0417.9092,0424.4144,qui travaille mais justement c'est avec le film que j' ai vu que ça me fait travailler parce_que certes à trois heures tu enfin tu sais qu' il se passe des trucs mais tu les vois pas vraiment
DVD_JB_1,0425.0907,0427.4211,donc tu te fais tu fais une fixette sur l' heure et tu dors plus hein
DVD_JB_1,0427.9277,0432.7330,trois heures du mat- je suis là c'est bon je regarde plus l' heure je regarde des vidéos @
DVD_JB_1,0435.4477,0435.6811,mh
DVD_JB_1,0437.6944,0438.5744,non ça j- @
DVD_JB_1,0439.0418,0443.2944,ah oui non je quand c'est_vrai q- quand je me couche assez tard je l' été généralement
DVD_JB_1,0443.8344,0444.9744,des fois je fais des nuits blanches ou pas
DVD_JB_1,0445.5644,0448.4560,et euh c'est le fait d'être seule parce_que tout_le_monde dort
DVD_JB_1,0448.9111,0450.5811,qui fait nuit qu' il est trois quatre heures du matin
DVD_JB_1,0450.9091,0451.8405,pareil je mets gulli
DVD_JB_1,0452.0811,0455.1182,tu sais je mets je mets en fond sonore non mais j- j' ai pas envie de dormir tu vois
DVD_JB_1,0455.6185,0459.1036,donc je mets gulli en fond sonore je suis sur l' ordi et au_moins ça me rassure tu vois
DVD_JB_1,0459.5430,0459.7811,ouais
DVD_JB_1,0460.2677,0462.2440,c'est les dessins_animés en_plus en_plus j' ai remarqué
DVD_JB_1,0462.4484,0464.9711,à partir de minuit c'est que des dessins_animés du style sur les
DVD_JB_1,0465.3177,0467.2044,les vampires les loups garou que les trucs magiques ouais
DVD_JB_1,0467.6673,0469.4144,à partir de la nuit ils mettent que des
DVD_JB_1,0470.1111,0471.1005,dessins_animés comme ça
DVD_JB_1,0473.3644,0474.1280,non e-
DVD_JB_1,0474.4844,0476.6368,@
DVD_JB_1,0477.4111,0480.9182,@ non
DVD_JB_1,0482.9777,0487.3888,@
DVD_JB_1,0490.1143,0490.3583,mh
DVD_JB_1,0491.2677,0492.6677,ah oui le ouais ouais
DVD_JB_1,0495.6070,0498.2744,d'accord non moi généralement c'est les trucs qui
DVD_JB_1,0498.5703,0500.5577,euh qui en rapport avec la nuit en_fait ils mettent hein
DVD_JB_1,0501.1798,0501.5811,mais bon
DVD_JB_1,0505.5711,0505.7911,mh
DVD_JB_1,0507.3111,0507.4877,mh
DVD_JB_1,0508.7427,0511.4177,mh d'accord non c'est_vrai que c'est l' été ouais que je regardais euh
DVD_JB_1,0512.2744,0515.3711,non sinon là il_y_a pas vraiment le temps de se coucher à trois heures du matin
DVD_JB_1,0519.1511,0521.4688,@
DVD_JB_1,0523.4437,0523.6111,mh
DVD_JB_1,0525.2346,0525.3598,mh
DVD_JB_1,0525.7044,0527.5756,ben on va dire moi ça_va se jouer avec lui
DVD_JB_1,0528.6677,0528.8511,mh
DVD_JB_1,0530.8045,0532.6291,après * lui ou je sais pas
DVD_JB_1,0533.4177,0533.6011,mh
DVD_JB_1,0534.3411,0535.2301,toi il_y_a lequel qui
DVD_JB_1,0536.1057,0536.3071,mh
DVD_JB_1,0540.6611,0542.9417,bon celui là je te je te laisse si tu veux @
DVD_JB_1,0544.4863,0548.5511,en_plus il_y_a j' avais une bon elle est plus une ancienne amie qui était à fond sur ça
DVD_JB_1,0549.0668,0553.0134,à chaque_fois que qu' on devait regarder un film c' était ça donc le un le deux le trois ou le quatre
