cid2_ML_- 0000.0000 0001.0000 dummy
cid2_ML_- 0001.5460 0001.9060 ouais.ben.oui
cid2_ML_- 0002.9514 0003.0234 ouais_
cid2_ML_- 0004.0334 0004.5373 je_suis.d'.accord
cid2_ML_- 0013.0860 0014.6780 oh.ouais.ouais.sûrement.dans.pas.longtemps.ouais
cid2_ML_- 0016.6960 0017.4560 il.t'.emmerde.ce.micro
cid2_ML_- 0017.4560 0017.7360 je.le.sens
cid2_ML_- 0020.7460 0020.8980 ouais
cid2_ML_- 0032.7060 0032.9140 ah.ouais
cid2_ML_- 0040.2760 0045.8398 ouais.mais.j'.ai.jamais.eu.trop.de.euh.#.trop.de.conflits
cid2_ML_- 0045.8398 0046.7677 attends.je.réfléchis
cid2_ML_- 0048.5060 0049.0900 ouais.c'.est.toujours.pareil
cid2_ML_- 0049.0900 0050.2900 y.en.a.toujours.un.qui.te.gonfle
cid2_ML_- 0050.2900 0050.4820 mais.euh
cid2_ML_- 0051.2915 0051.8195 si.si
cid2_ML_- 0052.8415 0056.3856 si.j'.ai.j'.ai.fait.une.fois.non.deux.f-.deux.étés.j'.ai.fait.la.secrétaire
cid2_ML_- 0059.5660 0060.6700 j'.ai.fait.la.secrétaire
cid2_ML_- 0064.0733 0065.3053 et.c'.était.absolument.atroce
cid2_ML_- 0065.7960 0066.9720 non.mais.en_plus.tu.sais.c'.est.compliqué
cid2_ML_- 0066.9720 0069.9480 parce.que.t-.c'.était.euh.un.boulot.que.mon.père.m'.avait.trouvé
cid2_ML_- 0070.8399 0075.6680 donc.c'.était.un.boulot.euh.dans.une.euh.#.une.entreprise.qui.s'.occupait.de.la.réparation.des.containers
cid2_ML_- 0076.6060 0079.5340 et.j'.étais.euh.je.remplaçais.la.secrétaire.euh.pendant.un.mois
cid2_ML_- 0079.5340 0081.1500 euh.pendant.ses.vacances.quoi
cid2_ML_- 0081.2620 0081.3580 ouais
cid2_ML_- 0082.3614 0083.8974 et.j'.étais.censée.être.secrétaire.bilingue
cid2_ML_- 0085.5337 0085.7177 hum.hum.hum
cid2_ML_- 0087.0960 0090.5680 et.euh.et.j-.m-.je.bossais.avec.euh.le.patron
cid2_ML_- 0090.5680 0092.4160 alors.soit.j'.étais.seule.dans.le.euh.dans.la.boîte
cid2_ML_- 0093.1375 0093.7935 soit.il.était.là
cid2_ML_- 0094.1160 0096.4160 et.il.était.euh.#.en.rendez-vous
cid2_ML_- 0096.4160 0097.6320 ou.alors.il.passait
cid2_ML_- 0097.6320 0098.1520 ou.alors.euh
cid2_ML_- 0099.2660 0100.4820 et.alors.lui.il.était.super.sympa
cid2_ML_- 0100.4820 0103.1260 sauf.#.quand.y.avait.#.des.clientes
cid2_ML_- 0104.1416 0105.3496 parce.que.là.c'.était.du.style.euh
cid2_ML_- 0105.8160 0107.3760 Muriel.vous.nous.amenez.un.café.s'.il.vous.plaît
cid2_ML_- 0110.0359 0110.0999 ouh
cid2_ML_- 0111.4360 0111.5960 voilà
cid2_ML_- 0111.5960 0115.9640 et.là.la.première.fois.qu'.il.m'.a.fait.ce.plan.tu.vois.moi.j'.étais.peinarde.en.train.de.rentrer.mes.machins.dans.l'.ordinateur
cid2_ML_- 0116.4713 0118.9833 je.rentrais.toute_la.journée.des.numéros.de.containers.dans.l'.ordinateur.tu.vois
cid2_ML_- 0118.9833 0119.5353 je.les.pointais
cid2_ML_- 0119.5353 0120.1513 ce.qui.était.rentré
cid2_ML_- 0120.1513 0121.2633 ce.qui.était.sorti.machin.bon
cid2_ML_- 0123.0560 0125.3200 et.là.un.jour.euh.il.f-.mon.téléphone.sonne
cid2_ML_- 0126.9160 0128.7164 Muriel.pourriez.-vous.nous.amener.euh.+.deux.cafés.#
cid2_ML_- 0129.2560 0130.1200 un.comme.-ci.un.comme-ça
cid2_ML_- 0133.0860 0134.4140 je_suis.restée.comme.ça.au.téléphone
cid2_ML_- 0136.1774 0137.2340 eh.#.euh.bon
cid2_ML_- 0137.7180 0139.3260 et.là.j'.ai.eu.les.boules.mais.pendant.trois.jours
cid2_ML_- 0140.4664 0141.6570 ah.ouais.#.ça.m'.a.gonflée
cid2_ML_- 0142.0960 0142.7360 ben.oui.je.l'.ai.fait
cid2_ML_- 0142.7360 0145.1680 j'.allais.pas.euh.tu.vois.euh.le.laisser.sécher.avec.euh
cid2_ML_- 0145.5160 0147.1640 il.avait.fait.le.beau.en_plus.dans.son.bureau
cid2_ML_- 0147.9360 0148.3360 ouais.voilà
cid2_ML_- 0148.4800 0149.1120 voilà.c'.est.ça
cid2_ML_- 0151.4628 0151.4868 mh
cid2_ML_- 0153.4160 0153.7680 ben.ouais
cid2_ML_- 0154.3660 0155.4140 et.après.y.avait.sa.femme.aussi
cid2_ML_- 0157.2360 0158.6520 où.la.secrétaire.ne.sert.pas.le.café
cid2_ML_- 0159.2367 0160.3407 d'ailleurs.la.secrétaire.euh
cid2_ML_- 0162.5443 0162.8403 stop
cid2_ML_- 0167.4654 0167.8414 c'.est.con
cid2_ML_- 0167.8414 0169.2574 c'.est.un.truc.où.on.est.obligé.de.médire
cid2_ML_- 0169.2574 0170.0014 je_suis.hyper.gênée
cid2_ML_- 0179.1659 0179.2698 eh
cid2_ML_- 0181.7459 0181.9219 ouais
cid2_ML_- 0206.2470 0206.4070 ah.ouais
cid2_ML_- 0208.7160 0208.8200 ouais
cid2_ML_- 0231.0060 0231.2620 mh.mh
cid2_ML_- 0236.3404 0237.6123 et.puis.surtout.on.fait.pas.comme.à.la.maison
cid2_ML_- 0238.1220 0238.6020 ça.c'.est.pas.bien
cid2_ML_- 0244.2084 0244.3604 mh.mh
cid2_ML_- 0244.9160 0245.3800 ouais.ben.ouais
cid2_ML_- 0257.6045 0257.9005 ah.zut.hein
cid2_ML_- 0259.1860 0259.4980 vas.-y
cid2_ML_- 0261.0760 0261.3800 ben.non
cid2_ML_- 0261.6760 0263.6200 non.c'.est.des.trucs.qui.gonflent.ou.qui.qui.vexent
cid2_ML_- 0303.3460 0303.8420 hum.ça.se.voit
cid2_ML_- 0321.0931 0321.1411 ouais
cid2_ML_- 0322.5560 0322.6040 mh
cid2_ML_- 0324.3315 0325.0280 ouais.#.ouais
cid2_ML_- 0352.8660 0353.6980 et.tu.t'.es.retrouvée.sans.boulot
cid2_ML_- 0355.2660 0356.9540 en.Angleterre.tu.trouves.vite.en.même.temps.il.paraît
cid2_ML_- 0380.0480 0380.4160 c'.est.vrai
cid2_ML_- 0388.5260 0389.0860 et.tu.dis.quoi
cid2_ML_- 0389.0860 0389.8380 je.vous.fait.un
cid2_ML_- 0390.4560 0390.5920 ouais
cid2_ML_- 0397.5849 0398.0808 c'.est.dégueulasse
cid2_ML_- 0407.3360 0407.5440 ouais
cid2_ML_- 0408.1060 0408.2820 ouais
cid2_ML_- 0426.5960 0427.7000 ouais.tu.vas.super.loin.avec.ça
cid2_ML_- 0438.4396 0441.4396 elle.t'.invite.à.boire.un.thé.que.euh.que.euh.qui.lui.coûte.rien
cid2_ML_- 0441.6537 0442.7280 d'.accord.+.ouais.#.OK
cid2_ML_- 0464.6233 0464.8073 ouais
cid2_ML_- 0475.4960 0481.0180 moi.j'.avais.travaillé.dans.une.d-.dans.une.crèche.aussi.trois.étés.#.dans.le.boulot.où.bossait.ma.mère.tu.sais
cid2_ML_- 0481.0180 0486.0735 c'.était.une.crèche.euh.#.u-.#.la.crèche.qui.faisait.partie.d'.un.foyer.de.mères.célibataires
cid2_ML_- 0487.0317 0491.2491 donc.tu.avais.des.gamins.qui.étaient.plutôt.euh.#.plutôt.difficiles.quoi.quand_même
cid2_ML_- 0492.2260 0494.7960 et.la.première.année.#.uh.la.première.année.c'.était.bien
cid2_ML_- 0494.7960 0495.4200 j'étais.toute.seule
cid2_ML_- 0496.4651 0498.5728 je.m'.occupais.des.euh.#.de.six.bébés
cid2_ML_- 0500.0960 0500.9600 mais.c'.était.plutôt.facile
cid2_ML_- 0500.9600 0501.6800 parce.que.euh
cid2_ML_- 0501.6800 0503.7440 à.part.au.moment.où.au.moment.du.repas.où.c'.était.le.bordel
cid2_ML_- 0503.7440 0505.0560 parce.que.ils.avaient.tous.faim.en.même.temps
cid2_ML_- 0505.0560 0507.0900 et.que.euh.#.et.que.tu.es.tout.seul.pour.six
cid2_ML_- 0507.0900 0508.4740 et.que.donc.ils.mangent.chacun.à.leur.tour.quoi
cid2_ML_- 0509.3560 0510.2440 mais.sinon.c'.était.pas.mal
cid2_ML_- 0510.2440 0514.4920 et.après.#.les.deux.dernières.années.j'.étais.euh.#.dans.la.section.du.dessus
cid2_ML_- 0514.4920 0516.3240 donc.euh.ce.qu'.ils.appellent.les.petits.moyens
cid2_ML_- 0517.0502 0518.5862 ceux.qui.ont.entre.treize.et.dix-neuf.mois
cid2_ML_- 0520.7560 0521.7480 et.là.j'.en.avais.sept
